feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
0.1474497712614229,2.024840286353866,-0.42688037022345976,2.3102902438838857,0.6286599213906245,-0.05541141935229521,-1.3198625341980217,0.4050716456243689,-0.18550533431876504,-0.10167206875166863
1.3287153954006008,0.8925715536719453,0.417490846628544,-0.1374134764822733,-0.769678714476577,0.0784860823591791,-0.3480032147652289,-0.42717092328513706,3.2082925252747616,0.5010475936241905
-1.56416884699373,0.18421236368477967,1.5694292913770114,0.8160879814513718,-0.4656784080952267,0.23471583502926938,-1.1320721571595236,0.15314766297516128,0.25548840585693505,-0.8534935608689717
-0.3038747255942033,-0.745095219687334,-0.8922570353260838,-0.9010184270659934,-0.1810234570872456,1.325369331309954,0.7827008622449523,0.6869956944002347,-0.06445792040377957,-0.7288437208956384
0.7713943468257873,-0.45555004236051594,1.1651703718299642,-1.1046912116778833,0.9953753786366542,-0.6107618082083763,1.4050201598875083,0.9224738624533124,-0.7991669602125381,-0.4260463088732531
3.8750545978706596,2.147765255396847,-0.7975518852453694,-0.8698582119600997,0.4124731490100062,1.1343128420691224,-0.696814141407795,-0.23453624393941366,0.6571806588361933,-1.6091694003305521
5.677895619527298,0.49837317773677897,-1.0156879958712997,0.6651981415587788,0.07492546786991044,-0.4361703727132365,0.8424034485173323,-0.6769610465057789,1.9797232904222235,-0.11566919050169704
4.216671104744564,-0.13501040838715814,0.9845657004512834,1.3242442408814397,0.9078788590737823,-0.5866392060094701,0.6007293214331648,-0.03446411000699118,0.08179450765112495,-1.1023191514771509
4.9628779199556625,0.25726541840484307,-1.1541761260843963,-0.30843897026359895,-0.1881509713830181,0.4928453332561168,-1.1422718411353543,0.7917928080106621,-1.0999332081040614,-0.4409448685195056
4.519954210486434,1.2562181382169022,1.3188693761507273,0.05454353079299197,-0.7565082182304029,1.29947465328704,0.5508109434001642,0.676922705033681,-1.4089047759055062,1.3764889148548605
18.835405964247705,19.545044955776525,19.797097042271357,18.909659656731467,20.963059787354943,19.852424093423146,22.35629208849315,21.87329790440638,19.251542396403696,19.378798502488028
19.381998724570824,18.55804216517548,20.855427491792966,18.175760872463723,20.07594167431901,18.41829147640484,20.204953359823392,20.192050853470597,19.896775659670602,20.384934766478256
21.81543397742243,19.119454716614793,20.931520366138173,20.35151392692159,19.122569207696106,20.081760695556866,19.434011654375887,19.883571716670385,21.029990069568036,20.446305320776847
20.914738531619367,22.793857167220843,20.732768212058982,20.232860372531626,20.020329490409868,18.721853208111263,20.33579855810408,21.28424285014954,19.94849053783952,19.362568543756314
19.959055175530356,18.813051176181897,20.35904730073814,19.57739004559045,21.22462392125323,20.079386818351942,17.884052139071933,20.600305272490385,18.655315980108732,19.767060092116274
